M_SITIO;M_FECHA_DIA;FIESTA;PAYLOAD_4G;THROUGHPUT_4G;OBJETIVOCOBERTURA_Mixta Rural-Carretera;OBJETIVOCOBERTURA_Mixta Urbana-Carretera;OBJETIVOCOBERTURA_Rural;OBJETIVOCOBERTURA_Urbana;TIPO_Calidad;TIPO_Cobertura;TIPO_Reubicacion;TIPO_Trafico
d5a15865-7b2e-4261-af83-2117ec105843;14/08/2021;0;608.4;12579.12;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;15/08/2021;0;566.44;13195.8;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;16/08/2021;0;574.15;13965.22;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;17/08/2021;0;646.42;12989.68;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;18/08/2021;0;717.6;13717.31;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;19/08/2021;0;687.88;13131.59;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;20/08/2021;0;751.36;13680.84;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;21/08/2021;0;668.08;13446.09;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;22/08/2021;0;687.5;14390.46;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;23/08/2021;0;656.73;13175.96;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;24/08/2021;0;704.52;13133.59;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;25/08/2021;0;708.33;13606.76;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;26/08/2021;0;690.11;12972.66;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;27/08/2021;0;680.47;13427.76;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;28/08/2021;0;799.65;14631.14;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;29/08/2021;0;700.86;14335.73;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;30/08/2021;0;692.75;13247.67;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;31/08/2021;0;692.03;13743.54;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;1/09/2021;0;702.15;13300.97;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;2/09/2021;0;726.48;13282.4;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;3/09/2021;0;702.84;12895.73;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;4/09/2021;0;736.38;13589.85;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;5/09/2021;0;714.73;13784.49;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;6/09/2021;0;679.32;13178.17;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;7/09/2021;0;745.04;13655.65;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;8/09/2021;0;660.97;13031.68;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;9/09/2021;0;713.45;13458.42;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;10/09/2021;0;734.76;13686.13;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;11/09/2021;0;733.93;14251.17;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;12/09/2021;0;717.66;14406.38;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;13/09/2021;0;703.31;13908.5;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;14/09/2021;0;736.06;13807.22;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;15/09/2021;0;709.22;12972.7;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;16/09/2021;0;701.1;12796.98;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;17/09/2021;0;820.91;14180.52;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;18/09/2021;0;768.6;14060.01;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;19/09/2021;0;763.29;14416.28;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;20/09/2021;0;727.69;13944.65;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;21/09/2021;0;793.76;14402.55;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;22/09/2021;0;761.85;14716.73;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;23/09/2021;0;808.3;14696.03;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;24/09/2021;0;701.15;13852.84;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;25/09/2021;0;761.92;14624.08;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;26/09/2021;0;791.34;14991.26;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;27/09/2021;0;724.32;14374.0;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;28/09/2021;0;789.32;14548.39;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;29/09/2021;0;750.07;14140.72;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;30/09/2021;0;730.54;14062.33;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;1/10/2021;0;765.71;14190.18;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;2/10/2021;0;861.67;15136.51;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;3/10/2021;0;818.34;15203.06;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;4/10/2021;0;663.8;13996.76;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;5/10/2021;0;708.39;13988.56;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;6/10/2021;0;595.85;12059.46;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;7/10/2021;0;746.96;13988.91;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;8/10/2021;0;646.84;12967.19;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;9/10/2021;0;712.73;14343.32;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;10/10/2021;0;711.87;14856.04;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;11/10/2021;0;655.28;13791.43;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;12/10/2021;0;666.84;13960.07;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;13/10/2021;0;657.4;13448.64;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;14/10/2021;0;715.97;14590.48;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;15/10/2021;0;701.18;14139.57;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;16/10/2021;0;746.65;14813.89;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;17/10/2021;0;706.99;14752.4;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;18/10/2021;0;694.19;15108.22;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;19/10/2021;0;766.77;14023.08;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;20/10/2021;0;679.15;13193.46;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;21/10/2021;0;693.99;12690.96;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;22/10/2021;0;860.82;14563.41;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;23/10/2021;0;653.73;12739.28;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;24/10/2021;0;607.05;13107.37;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;25/10/2021;0;703.2;13295.12;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;26/10/2021;0;828.75;14169.3;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;27/10/2021;0;833.25;14173.87;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;28/10/2021;0;728.21;13228.84;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;29/10/2021;0;700.94;13077.75;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;30/10/2021;0;624.08;13087.73;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;31/10/2021;0;647.27;14054.7;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;1/11/2021;0;642.45;13733.37;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;2/11/2021;0;645.19;12726.93;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;3/11/2021;0;510.75;12123.14;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;4/11/2021;0;361.66;15071.42;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;5/11/2021;0;678.45;15731.76;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;6/11/2021;0;642.48;16418.62;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;7/11/2021;0;630.63;18141.85;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;8/11/2021;0;454.2;15138.32;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;9/11/2021;0;537.76;15086.2;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;10/11/2021;0;551.61;15159.52;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;11/11/2021;0;577.68;16226.24;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;12/11/2021;0;558.91;15860.06;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;13/11/2021;0;516.76;16328.04;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;14/11/2021;0;543.6;18058.59;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;15/11/2021;0;529.27;17298.0;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;16/11/2021;0;544.14;15543.08;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;17/11/2021;0;541.1;15117.7;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;18/11/2021;0;553.58;14583.36;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;19/11/2021;0;568.87;14444.78;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;20/11/2021;0;604.51;15448.64;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;21/11/2021;0;598.63;16726.62;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;22/11/2021;0;533.69;14679.46;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;23/11/2021;0;544.11;15493.04;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;24/11/2021;0;594.01;15758.33;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;25/11/2021;0;617.04;15733.79;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;26/11/2021;0;576.99;14866.32;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;27/11/2021;0;516.91;16151.04;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;28/11/2021;0;541.04;16836.83;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;29/11/2021;0;575.08;16217.51;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;30/11/2021;0;524.95;15443.31;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;1/12/2021;0;518.84;15876.83;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;2/12/2021;0;528.76;15742.03;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;3/12/2021;0;553.32;15425.69;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;4/12/2021;0;593.73;15988.85;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;5/12/2021;0;629.45;17898.75;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;6/12/2021;0;572.81;16186.23;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;7/12/2021;0;585.59;15915.23;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;8/12/2021;0;632.1;17923.38;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;9/12/2021;0;644.55;17098.82;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;10/12/2021;0;658.33;17153.85;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;11/12/2021;0;623.35;17396.26;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;12/12/2021;0;644.73;17698.16;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;13/12/2021;0;633.02;17044.07;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;14/12/2021;0;604.66;16388.32;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;15/12/2021;0;554.17;15369.59;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;16/12/2021;0;530.58;15605.8;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;17/12/2021;0;514.9;16353.55;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;18/12/2021;0;523.32;16670.53;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;19/12/2021;0;539.62;17168.43;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;20/12/2021;0;522.29;16403.01;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;21/12/2021;0;543.81;16206.67;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;22/12/2021;0;508.31;16152.82;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;23/12/2021;0;498.01;16269.54;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;24/12/2021;0;490.78;15614.32;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;25/12/2021;0;541.48;16826.79;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;26/12/2021;0;499.6;16412.42;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;27/12/2021;0;555.98;16704.02;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;28/12/2021;0;495.89;15861.39;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;29/12/2021;0;534.23;16535.42;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;30/12/2021;0;508.51;16534.33;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;31/12/2021;0;437.01;16288.39;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;1/01/2022;0;457.42;17668.49;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;2/01/2022;0;428.3;16379.75;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;3/01/2022;0;478.03;16575.88;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;4/01/2022;0;550.55;15995.41;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;5/01/2022;0;609.23;17050.26;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;6/01/2022;0;526.73;17170.48;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;7/01/2022;0;540.65;16040.43;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;8/01/2022;0;556.69;17129.39;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;9/01/2022;0;535.67;16733.53;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;10/01/2022;0;561.95;17139.89;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;11/01/2022;0;554.38;16291.43;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;12/01/2022;0;573.47;16420.59;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;13/01/2022;0;591.62;16310.07;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;14/01/2022;0;538.7;16130.82;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;15/01/2022;0;537.12;15872.07;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;16/01/2022;0;578.45;16704.85;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;17/01/2022;0;575.47;15963.63;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;18/01/2022;0;585.06;15654.92;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;19/01/2022;0;578.34;15755.49;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;20/01/2022;0;589.57;15701.16;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;21/01/2022;0;581.83;16074.38;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;22/01/2022;0;594.51;16555.21;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;23/01/2022;0;636.29;17643.55;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;24/01/2022;0;611.43;15872.64;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;25/01/2022;0;601.88;15623.95;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;26/01/2022;0;588.71;15487.54;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;27/01/2022;0;641.89;16124.99;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;28/01/2022;0;637.67;15877.69;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;29/01/2022;0;631.92;16569.79;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;30/01/2022;0;613.83;17320.25;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;31/01/2022;0;626.98;16270.43;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;1/02/2022;0;621.86;16305.09;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;2/02/2022;0;656.62;16530.87;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;3/02/2022;0;661.82;17059.41;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;4/02/2022;0;665.04;16777.91;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;5/02/2022;0;629.7;16970.24;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;6/02/2022;0;663.55;18760.97;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;7/02/2022;0;626.56;16346.09;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;8/02/2022;0;657.75;16754.22;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;9/02/2022;0;677.05;17524.18;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;10/02/2022;0;667.43;16856.98;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;11/02/2022;0;637.6;16327.32;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;12/02/2022;0;663.36;17424.53;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;13/02/2022;0;652.71;18292.42;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;14/02/2022;0;657.42;16785.94;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;15/02/2022;0;636.81;16936.04;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;16/02/2022;0;685.53;17376.68;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;17/02/2022;0;664.43;16496.01;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;18/02/2022;0;661.18;16619.02;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;19/02/2022;0;645.39;17397.92;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;20/02/2022;0;611.63;18637.79;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;21/02/2022;0;641.36;16985.01;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;22/02/2022;0;621.57;17179.85;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;23/02/2022;0;679.35;16985.92;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;24/02/2022;0;661.9;17242.47;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;25/02/2022;0;754.24;18480.67;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;26/02/2022;0;688.15;18261.41;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;27/02/2022;0;652.56;18776.48;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;28/02/2022;0;668.83;17127.64;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;1/03/2022;0;660.35;16940.59;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;2/03/2022;0;635.01;16981.52;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;3/03/2022;0;666.32;17379.34;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;4/03/2022;0;717.58;17540.74;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;5/03/2022;0;645.72;18106.88;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;6/03/2022;0;614.91;18726.94;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;7/03/2022;0;675.39;16980.44;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;8/03/2022;0;674.44;16923.33;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;9/03/2022;0;672.49;17290.37;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;10/03/2022;0;803.56;17469.78;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;11/03/2022;0;725.41;17733.35;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;12/03/2022;0;761.37;18358.34;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;13/03/2022;0;748.04;19255.54;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;14/03/2022;0;616.12;17458.37;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;15/03/2022;0;681.63;17250.04;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;16/03/2022;0;808.65;18081.84;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;17/03/2022;0;794.21;17912.05;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;18/03/2022;0;804.37;18075.13;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;19/03/2022;0;736.34;17773.92;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;20/03/2022;0;755.93;19364.78;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;21/03/2022;0;712.28;19366.0;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;22/03/2022;0;747.07;17231.09;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;23/03/2022;0;786.33;17501.17;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;24/03/2022;0;860.03;18545.22;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;25/03/2022;0;882.63;18335.74;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;26/03/2022;0;838.19;18488.22;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;27/03/2022;0;845.43;19579.28;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;28/03/2022;0;831.82;18971.87;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;29/03/2022;0;852.11;19251.61;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;30/03/2022;0;860.83;18508.68;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;31/03/2022;0;752.62;18050.82;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;1/04/2022;0;798.25;18024.99;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;2/04/2022;0;877.12;19680.6;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;3/04/2022;0;821.36;20046.46;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;4/04/2022;0;790.41;18250.0;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;5/04/2022;0;809.89;18397.38;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;6/04/2022;0;793.31;18167.36;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;7/04/2022;0;800.56;18740.92;False;False;True;False;False;False;False;True
d5a15865-7b2e-4261-af83-2117ec105843;8/04/2022;0;829.99;18740.03;False;False;True;False;False;False;False;True
