MUNICIPIO;PAYLOAD_4G;THROUGHPUT_4G;LS_PAYLOAD_4G;LI_PAYLOAD_4G;LS_THROUGHPUT_4G;LI_THROUGHPUT_4G;FIESTA;M_SITIO;M_FECHA_DIA;PAYLOAD_4G_MA;THROUGHPUT_4G_MA;OBJETIVOCOBERTURA_Mixta Rural-Carretera;OBJETIVOCOBERTURA_Rural;OBJETIVOCOBERTURA_Urbana;TIPO_Calidad;TIPO_Cobertura;TIPO_Reubicacion;TIPO_Trafico
Girardot;906.13;11991.49;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-09;523.011;13683.143;False;False;True;False;False;False;True
Girardot;892.64;13021.09;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-10;543.217;13964.624;False;False;True;False;False;False;True
Girardot;816.56;12508.72;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-11;473.2219999999999;13382.948;False;False;True;False;False;False;True
Girardot;884.76;12347.15;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-12;493.293;13337.067;False;False;True;False;False;False;True
Girardot;855.34;12236.62;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-13;499.109;13230.823;False;False;True;False;False;False;True
Girardot;903.4;12268.22;973,07;808,55;13335,99;11776,39;1;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-14;526.649;13293.736;False;False;True;False;False;False;True
Girardot;918.13;11967.38;973,07;808,55;13335,99;11776,39;1;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-15;519.2389999999999;13021.699;False;False;True;False;False;False;True
Girardot;958.49;11738.86;973,07;808,55;13335,99;11776,39;1;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-16;553.4300000000001;12916.005;False;False;True;False;False;False;True
Girardot;965.45;12065.88;973,07;808,55;13335,99;11776,39;1;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-17;591.939;13203.631999999998;False;False;True;False;False;False;True
Girardot;942.11;12618.58;973,07;808,55;13335,99;11776,39;1;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-18;560.858;13955.768;False;False;True;False;False;False;True
Girardot;904.48;12473.61;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-19;507.79100000000005;13310.916;False;False;True;False;False;False;True
Girardot;887.25;12664.16;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-20;498.779;13371.919;False;False;True;False;False;False;True
Girardot;867.96;12472.55;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-21;491.458;13279.74;False;False;True;False;False;False;True
Girardot;907.31;12277.8;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-22;517.8;13515.148;False;False;True;False;False;False;True
Girardot;902.09;12623.18;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-23;536.3870000000001;13726.632;False;False;True;False;False;False;True
Girardot;876.3;13382.01;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-24;541.9649999999999;13829.362;False;False;True;False;False;False;True
Girardot;894.94;12685.36;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-25;502.958;13497.987;False;False;True;False;False;False;True
Girardot;886.18;12606.95;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-26;486.189;13546.717;False;False;True;False;False;False;True
Girardot;892.56;12719.48;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-27;500.224;13483.822;False;False;True;False;False;False;True
Girardot;860.29;12668.82;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-28;504.496;13353.687;False;False;True;False;False;False;True
Girardot;841.66;12837.94;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-29;481.249;13566.22;False;False;True;False;False;False;True
Girardot;938.25;12067.79;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-30;510.3450000000001;13683.948;False;False;True;False;False;False;True
Girardot;966.03;12491.2;973,07;808,55;13335,99;11776,39;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-10-31;561.569;13914.815;False;False;True;False;False;False;True
Girardot;912.26;12816.38;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-01;529.757;14126.151000000002;False;False;True;False;False;False;True
Girardot;898.09;12818.63;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-02;509.356;13471.172;False;False;True;False;False;False;True
Girardot;909.85;12629.87;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-03;508.083;13572.227;False;False;True;False;False;False;True
Girardot;900.73;13004.22;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-04;496.95;13772.397;False;False;True;False;False;False;True
Girardot;906.53;12604.07;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-05;504.583;13457.251;False;False;True;False;False;False;True
Girardot;921.54;12710.64;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-06;532.3349999999999;13828.528;False;False;True;False;False;False;True
Girardot;901.39;13345.67;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-07;543.517;14345.175;False;False;True;False;False;False;True
Girardot;872.1;13037.57;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-08;505.9889999999999;13879.362;False;False;True;False;False;False;True
Girardot;900.72;12779.28;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-09;503.572;13697.683;False;False;True;False;False;False;True
Girardot;863.13;12710.58;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-10;504.587;13571.982999999998;False;False;True;False;False;False;True
Girardot;896.98;13413.85;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-11;513.123;13984.524;False;False;True;False;False;False;True
Girardot;924.2;12885.17;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-12;520.971;13723.865;False;False;True;False;False;False;True
Girardot;932.97;12591.53;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-13;538.064;13604.297;False;False;True;False;False;False;True
Girardot;932.91;13669.95;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-14;560.012;13782.052;False;False;True;False;False;False;True
Girardot;890.47;14116.6;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-15;538.371;14226.989;False;False;True;False;False;False;True
Girardot;898.46;13608.24;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-16;500.302;13897.574;False;False;True;False;False;False;True
Girardot;876.46;13483.34;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-17;486.633;13780.81;False;False;True;False;False;False;True
Girardot;883.91;13146.33;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-18;493.136;13901.026000000002;False;False;True;False;False;False;True
Girardot;898.88;13218.14;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-19;498.136;14053.765;False;False;True;False;False;False;True
Girardot;905.07;13412.57;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-20;525.7049999999999;14072.386000000002;False;False;True;False;False;False;True
Girardot;882.41;14453.76;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-21;551.621;14471.999;False;False;True;False;False;False;True
Girardot;860.34;13702.51;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-22;500.3200000000001;13985.74;False;False;True;False;False;False;True
Girardot;836.31;13708.1;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-23;502.60300000000007;14022.156;False;False;True;False;False;False;True
Girardot;867.08;13564.06;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-24;499.91100000000006;14003.251;False;False;True;False;False;False;True
Girardot;893.53;13490.7;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-25;514.96;13823.712000000003;False;False;True;False;False;False;True
Girardot;876.95;13471.7;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-26;509.1470000000001;13684.364;False;False;True;False;False;False;True
Girardot;943.15;13236.55;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-27;538.451;13908.411000000002;False;False;True;False;False;False;True
Girardot;868.89;14257.26;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-28;538.566;14558.397;False;False;True;False;False;False;True
Girardot;851.18;13526.05;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-29;478.463;14206.019;False;False;True;False;False;False;True
Girardot;892.88;13150.92;943,29;843,33;14265,85;12305,09;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-11-30;493.795;14404.38;False;False;True;False;False;False;True
Girardot;912.81;13129.12;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-01;518.619;14386.563;False;False;True;False;False;False;True
Girardot;929.52;13000.07;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-02;514.75;14103.536000000002;False;False;True;False;False;False;True
Girardot;945.84;12420.69;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-03;507.87700000000007;14144.252;False;False;True;False;False;False;True
Girardot;952.4;12689.26;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-04;548.248;14369.593;False;False;True;False;False;False;True
Girardot;904.43;14044.07;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-05;549.17;14384.628;False;False;True;False;False;False;True
Girardot;903.08;13234.05;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-06;511.754;14182.429999999998;False;False;True;False;False;False;True
Girardot;937.15;13307.82;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-07;509.959;14209.043;False;False;True;False;False;False;True
Girardot;874.9;14029.22;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-08;527.504;14535.637;False;False;True;False;False;False;True
Girardot;909.38;13212.04;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-09;514.902;13993.150999999998;False;False;True;False;False;False;True
Girardot;930.51;13217.71;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-10;517.033;14091.331;False;False;True;False;False;False;True
Girardot;955.87;13209.75;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-11;558.664;14351.721;False;False;True;False;False;False;True
Girardot;887.55;14035.08;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-12;543.475;14153.48;False;False;True;False;False;False;True
Girardot;916.28;13391.33;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-13;532.4069999999999;14003.712;False;False;True;False;False;False;True
Girardot;911.4;13183.34;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-14;523.3820000000001;14166.284;False;False;True;False;False;False;True
Girardot;529.28;13201.25;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-15;480.954;13809.673;False;False;True;False;False;False;True
Girardot;353.74;12925.42;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-16;466.36;14418.901999999998;False;False;True;False;False;False;True
Girardot;926.4;13068.43;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-17;534.529;14158.064000000002;False;False;True;False;False;False;True
Girardot;1003.16;12950.8;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-18;491.57700000000006;14162.281;False;False;True;False;False;False;True
Girardot;851.4;13672.92;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-19;495.915;14308.713;False;False;True;False;False;False;True
Girardot;943.6;13177.58;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-20;496.817;14424.895;False;False;True;False;False;False;True
Girardot;932.65;13043.23;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-21;508.0879999999999;14388.170000000002;False;False;True;False;False;False;True
Girardot;952.11;12938.99;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-22;507.506;14229.497;False;False;True;False;False;False;True
Girardot;960.2;12564.12;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-23;519.5409999999999;14294.717;False;False;True;False;False;False;True
Girardot;955.45;12516.31;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-24;525.211;14170.514;False;False;True;False;False;False;True
Girardot;927.27;13630.57;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-25;578.4530000000001;13954.543;False;False;True;False;False;False;True
Girardot;947.03;12759.06;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-26;569.702;14329.363999999998;False;False;True;False;False;False;True
Girardot;928.2;12538.74;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-27;529.81;14003.748;False;False;True;False;False;False;True
Girardot;952.88;12415.04;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-28;520.488;14021.003;False;False;True;False;False;False;True
Girardot;941.08;12375.28;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-29;516.79;13573.461;False;False;True;False;False;False;True
Girardot;997.15;12169.16;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-30;532.147;13577.579999999998;False;False;True;False;False;False;True
Girardot;1021.01;11755.59;1162,9;643,14;14104,76;11947,24;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2021-12-31;543.96;13488.35;False;False;True;False;False;False;True
Girardot;995.74;12589.31;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-01;585.6719999999999;13612.075;False;False;True;False;False;False;True
Girardot;996.51;12052.48;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-02;534.6450000000001;12982.357999999998;False;False;True;False;False;False;True
Girardot;1023.07;12148.58;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-03;542.6809999999999;13594.119;False;False;True;False;False;False;True
Girardot;963.89;12183.32;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-04;487.439;14031.719;False;False;True;False;False;False;True
Girardot;962.24;12372.22;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-05;525.457;14250.719;False;False;True;False;False;False;True
Girardot;971.08;12209.79;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-06;526.437;13886.914;False;False;True;False;False;False;True
Girardot;961.98;12456.38;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-07;521.164;14525.939000000002;False;False;True;False;False;False;True
Girardot;945.05;12391.46;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-08;539.6859999999999;13805.377000000002;False;False;True;False;False;False;True
Girardot;999.57;12872.06;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-09;547.1719999999999;12369.719;False;False;True;False;False;False;True
Girardot;943.99;13373.22;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-10;532.088;12931.801;False;False;True;False;False;False;True
Girardot;942.4;12983.49;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-11;515.99;14326.101;False;False;True;False;False;False;True
Girardot;941.5;12835.52;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-12;518.027;14204.466;False;False;True;False;False;False;True
Girardot;961.6;13104.66;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-13;530.2620000000001;14415.322;False;False;True;False;False;False;True
Girardot;962.03;12514.98;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-14;531.848;14375.204999999998;False;False;True;False;False;False;True
Girardot;804.53;13457.73;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-15;533.15;14413.223000000002;False;False;True;False;False;False;True
Girardot;975.6;12979.3;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-16;557.2479999999999;14691.547;False;False;True;False;False;False;True
Girardot;999.41;12212.42;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-17;512.511;14434.427;False;False;True;False;False;False;True
Girardot;956.53;12007.8;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-18;502.32700000000006;14568.762;False;False;True;False;False;False;True
Girardot;882.67;12362.4;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-19;530.749;14663.273;False;False;True;False;False;False;True
Girardot;963.3;12386.03;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-20;553.87;14493.088;False;False;True;False;False;False;True
Girardot;980.19;12181.05;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-21;556.296;14625.98;False;False;True;False;False;False;True
Girardot;969.68;12208.12;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-22;574.514;14773.535999999998;False;False;True;False;False;False;True
Girardot;969.73;12612.53;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-23;571.9839999999999;14828.1;False;False;True;False;False;False;True
Girardot;963.86;13997.21;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-24;548.5899999999999;14634.594999999998;False;False;True;False;False;False;True
Girardot;774.93;15565.84;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-25;521.768;14805.819;False;False;True;False;False;False;True
Girardot;1189.38;13443.52;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-26;565.36;14672.027000000002;False;False;True;False;False;False;True
Girardot;1227.4;13593.23;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-27;572.065;14856.357;False;False;True;False;False;False;True
Girardot;991.89;13558.36;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-28;546.45;14747.637000000002;False;False;True;False;False;False;True
Girardot;1153.5;15352.18;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-29;567.863;14713.529;False;False;True;False;False;False;True
Girardot;1010.71;15753.06;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-30;576.545;15135.898;False;False;True;False;False;False;True
Girardot;1106.39;14603.95;1164,54;802,58;15131,4;10956,48;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-01-31;549.1969999999999;14677.116999999998;False;False;True;False;False;False;True
Girardot;1041.08;14748.39;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-01;536.926;15077.538;False;False;True;False;False;False;True
Girardot;933.03;15016.23;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-02;527.698;15186.607;False;False;True;False;False;False;True
Girardot;1088.23;14914.95;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-03;542.094;15194.567;False;False;True;False;False;False;True
Girardot;1127.22;15186.98;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-04;566.5060000000001;15043.28;False;False;True;False;False;False;True
Girardot;1164.43;16005.87;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-05;594.729;15474.727999999996;False;False;True;False;False;False;True
Girardot;979.01;16136.21;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-06;583.913;15469.103;False;False;True;False;False;False;True
Girardot;1036.1;15175.75;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-07;542.4089999999999;15311.442;False;False;True;False;False;False;True
Girardot;1036.24;15241.03;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-08;560.178;15370.315;False;False;True;False;False;False;True
Girardot;1055.74;15140.89;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-09;552.528;15320.962000000003;False;False;True;False;False;False;True
Girardot;1034.86;15293.85;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-10;553.2370000000001;15218.3;False;False;True;False;False;False;True
Girardot;1093.01;15161.11;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-11;577.199;15486.113999999998;False;False;True;False;False;False;True
Girardot;1167.69;15564.99;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-12;589.14;15475.283;False;False;True;False;False;False;True
Girardot;992.17;15953.45;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-13;591.212;15728.685;False;False;True;False;False;False;True
Girardot;1028.28;14896.23;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-14;563.5450000000001;15251.191;False;False;True;False;False;False;True
Girardot;1080.16;15076.0;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-15;562.4549999999999;15344.906;False;False;True;False;False;False;True
Girardot;1105.96;14969.05;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-16;567.353;15123.182;False;False;True;False;False;False;True
Girardot;1127.63;15096.03;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-17;572.756;15110.585;False;False;True;False;False;False;True
Girardot;1190.91;15427.22;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-18;598.983;15210.315;False;False;True;False;False;False;True
Girardot;1287.31;16386.82;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-19;628.433;15743.781;False;False;True;False;False;False;True
Girardot;999.72;16264.28;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-20;591.421;15724.943;False;False;True;False;False;False;True
Girardot;1096.89;15447.54;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-21;570.6;15550.536000000002;False;False;True;False;False;False;True
Girardot;1033.16;15334.28;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-22;564.115;15693.253;False;False;True;False;False;False;True
Girardot;1063.81;15047.19;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-23;571.761;15470.550999999998;False;False;True;False;False;False;True
Girardot;1130.91;15588.32;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-24;570.025;15426.028;False;False;True;False;False;False;True
Girardot;1189.82;15698.58;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-25;580.479;15702.577;False;False;True;False;False;False;True
Girardot;1219.63;15704.91;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-26;610.316;15655.727;False;False;True;False;False;False;True
Girardot;1042.63;16563.62;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-27;585.375;15329.929;False;False;True;False;False;False;True
Girardot;1067.71;15413.39;1244,65;927,73;16411,72;14477,8;0;82a5ab45-b1b8-40c8-ba0f-77dd241fb872;2022-02-28;470.876;15751.184000000005;False;False;True;False;False;False;True
