"M_FECHA_DIA","PAYLOAD_4G","FIESTA","PAYLOAD_4G_smoo_mean","PAYLOAD_4G_smoothed","year"
2021-11-06,921.54,0,921.54,921.54,2021
2021-11-07,901.39,0,901.39,901.39,2021
2021-11-08,872.1,0,872.1,872.1,2021
2021-11-09,900.72,0,900.72,900.72,2021
2021-11-10,863.13,0,863.13,863.13,2021
2021-11-11,896.98,0,896.98,896.98,2021
2021-11-12,924.2,0,924.2,924.2,2021
2021-11-13,932.97,0,932.97,932.97,2021
2021-11-14,932.91,0,932.91,932.91,2021
2021-11-15,890.47,0,890.47,890.47,2021
2021-11-16,898.46,0,898.46,898.46,2021
2021-11-17,876.46,0,876.46,876.46,2021
2021-11-18,883.91,0,883.91,883.91,2021
2021-11-19,898.88,0,898.88,898.88,2021
2021-11-20,905.07,0,905.07,905.07,2021
2021-11-21,882.41,0,882.41,882.41,2021
2021-11-22,860.34,0,860.34,860.34,2021
2021-11-23,836.31,0,836.31,836.31,2021
2021-11-24,867.08,0,867.08,867.08,2021
2021-11-25,893.53,0,893.53,893.53,2021
2021-11-26,876.95,0,876.95,876.95,2021
2021-11-27,943.15,0,943.15,943.15,2021
2021-11-28,868.89,0,868.89,868.89,2021
2021-11-29,851.18,0,851.18,851.18,2021
2021-11-30,892.88,0,892.88,892.88,2021
2021-12-01,912.81,0,912.81,912.81,2021
2021-12-02,929.52,0,929.52,929.52,2021
2021-12-03,945.84,0,945.84,945.84,2021
2021-12-04,952.4,0,952.4,952.4,2021
2021-12-05,904.43,0,904.43,904.43,2021
2021-12-06,903.08,0,903.08,903.08,2021
2021-12-07,937.15,0,937.15,937.15,2021
2021-12-08,874.9,0,874.9,874.9,2021
2021-12-09,909.38,0,909.38,909.38,2021
2021-12-10,930.51,0,930.51,930.51,2021
2021-12-11,955.87,0,955.87,955.87,2021
2021-12-12,887.55,0,887.55,887.55,2021
2021-12-13,916.28,0,916.28,916.28,2021
2021-12-14,911.4,0,911.4,911.4,2021
2021-12-15,529.28,0,858.548666666667,916.28,2021
2021-12-16,353.74,0,864.235333333333,926.4,2021
2021-12-17,926.4,0,926.4,926.4,2021
2021-12-18,1003.16,0,1003.16,1003.16,2021
2021-12-19,851.4,0,851.4,851.4,2021
2021-12-20,943.6,0,943.6,943.6,2021
2021-12-21,932.65,0,932.65,932.65,2021
2021-12-22,952.11,0,952.11,952.11,2021
2021-12-23,960.2,0,960.2,960.2,2021
2021-12-24,955.45,0,955.45,955.45,2021
2021-12-25,927.27,0,927.27,927.27,2021
2021-12-26,947.03,0,947.03,947.03,2021
2021-12-27,928.2,0,928.2,928.2,2021
2021-12-28,952.88,0,952.88,952.88,2021
2021-12-29,941.08,0,941.08,941.08,2021
2021-12-30,997.15,0,997.15,997.15,2021
2021-12-31,1021.01,0,1021.01,1021.01,2021
2022-01-01,995.74,0,995.74,995.74,2022
2022-01-02,996.51,0,996.51,996.51,2022
2022-01-03,1023.07,0,1023.07,1023.07,2022
2022-01-04,963.89,0,963.89,963.89,2022
2022-01-05,962.24,0,962.24,962.24,2022
2022-01-06,971.08,0,971.08,971.08,2022
2022-01-07,961.98,0,961.98,961.98,2022
2022-01-08,945.05,0,945.05,945.05,2022
2022-01-09,999.57,0,999.57,999.57,2022
2022-01-10,943.99,0,943.99,943.99,2022
2022-01-11,942.4,0,942.4,942.4,2022
2022-01-12,941.5,0,941.5,941.5,2022
2022-01-13,961.6,0,961.6,961.6,2022
2022-01-14,962.03,0,962.03,962.03,2022
2022-01-15,804.53,0,948.536666666667,961.6,2022
2022-01-16,975.6,0,975.6,975.6,2022
2022-01-17,999.41,0,999.41,999.41,2022
2022-01-18,956.53,0,956.53,956.53,2022
2022-01-19,882.67,0,882.67,882.67,2022
2022-01-20,963.3,0,963.3,963.3,2022
2022-01-21,980.19,0,980.19,980.19,2022
2022-01-22,969.68,0,969.68,969.68,2022
2022-01-23,969.73,0,969.73,969.73,2022
2022-01-24,963.86,0,963.86,963.86,2022
2022-01-25,774.93,0,1012.08266666667,774.93,2022
2022-01-26,1189.38,0,1189.38,1189.38,2022
2022-01-27,1227.4,0,1227.4,1227.4,2022
2022-01-28,991.89,0,991.89,991.89,2022
2022-01-29,1153.5,0,1153.5,1153.5,2022
2022-01-30,1010.71,0,1010.71,1010.71,2022
2022-01-31,1106.39,0,1106.39,1106.39,2022
2022-02-01,1041.08,0,1041.08,1041.08,2022
2022-02-02,933.03,0,933.03,933.03,2022
2022-02-03,1088.23,0,1088.23,1088.23,2022
2022-02-04,1127.22,0,1127.22,1127.22,2022
2022-02-05,1164.43,0,1164.43,1164.43,2022
2022-02-06,979.01,0,979.01,979.01,2022
2022-02-07,1036.1,0,1036.1,1036.1,2022
2022-02-08,1036.24,0,1036.24,1036.24,2022
2022-02-09,1055.74,0,1055.74,1055.74,2022
2022-02-10,1034.86,0,1034.86,1034.86,2022
2022-02-11,1093.01,0,1093.01,1093.01,2022
2022-02-12,1167.69,0,1167.69,1167.69,2022
2022-02-13,992.17,0,992.17,992.17,2022
2022-02-14,1028.28,0,1028.28,1028.28,2022
2022-02-15,1080.16,0,1080.16,1080.16,2022
2022-02-16,1105.96,0,1105.96,1105.96,2022
2022-02-17,1127.63,0,1127.63,1127.63,2022
2022-02-18,1190.91,0,1190.91,1190.91,2022
2022-02-19,1287.31,0,1287.31,1287.31,2022
2022-02-20,999.72,0,999.72,999.72,2022
2022-02-21,1096.89,0,1096.89,1096.89,2022
2022-02-22,1033.16,0,1033.16,1033.16,2022
2022-02-23,1063.81,0,1063.81,1063.81,2022
2022-02-24,1130.91,0,1130.91,1130.91,2022
2022-02-25,1189.82,0,1189.82,1189.82,2022
2022-02-26,1219.63,0,1219.63,1219.63,2022
2022-02-27,1042.63,0,1042.63,1042.63,2022
2022-02-28,1067.71,0,1067.71,1067.71,2022
2022-03-01,1046.95,0,1046.95,1046.95,2022
2022-03-02,1043.32,0,1043.32,1043.32,2022
2022-03-03,927.85,0,927.85,927.85,2022
2022-03-04,1040.9,0,1040.9,1040.9,2022
2022-03-05,1255.27,0,1255.27,1255.27,2022
2022-03-06,1108.17,0,1108.17,1108.17,2022
2022-03-07,1143.44,0,1143.44,1143.44,2022
2022-03-08,1218.53,0,1218.53,1218.53,2022
2022-03-09,1184.99,0,1184.99,1184.99,2022
2022-03-10,1222.02,0,1222.02,1222.02,2022
2022-03-11,1284.31,0,1284.31,1284.31,2022
2022-03-12,1271.32,0,1271.32,1271.32,2022
2022-03-13,1031.62,0,1031.62,1031.62,2022
2022-03-14,1143.23,0,1143.23,1143.23,2022
2022-03-15,1223.06,0,1223.06,1223.06,2022
2022-03-16,1182.69,0,1182.69,1182.69,2022
2022-03-17,1179.74,0,1179.74,1179.74,2022
2022-03-18,1308.63,0,1308.63,1308.63,2022
2022-03-19,1430.65,0,1430.65,1430.65,2022
2022-03-20,1292.8,0,1292.8,1292.8,2022
2022-03-21,1206.97,0,1206.97,1206.97,2022
2022-03-22,1102.09,0,1102.09,1102.09,2022
2022-03-23,1253.41,0,1253.41,1253.41,2022
2022-03-24,1205.96,0,1205.96,1205.96,2022
2022-03-25,1201.12,0,1201.12,1201.12,2022
2022-03-26,1285.24,0,1285.24,1285.24,2022
2022-03-27,1043.17,0,1043.17,1043.17,2022
2022-03-28,1122.25,0,1122.25,1122.25,2022
2022-03-29,1258.49,0,1258.49,1258.49,2022
2022-03-30,1139.16,0,1139.16,1139.16,2022
2022-03-31,1216.2,0,1216.2,1216.2,2022
2022-04-01,1246.47,0,1246.47,1246.47,2022
2022-04-02,987.87,0,987.87,987.87,2022
2022-04-03,953.96,0,953.96,953.96,2022
2022-04-04,884.13,0,884.13,884.13,2022
2022-04-05,1168.14,0,1168.14,1168.14,2022
2022-04-06,1195.66,0,1195.66,1195.66,2022
2022-04-07,1222.76,0,1222.76,1222.76,2022
2022-04-08,1320.26,0,1320.26,1320.26,2022
2022-04-09,1282.75,0,1282.75,1282.75,2022
2022-04-10,1319.32,0,1319.32,1319.32,2022
2022-04-11,1261.15,0,1261.15,1261.15,2022
2022-04-12,1238,0,1238,1238,2022
2022-04-13,1315.8,0,1315.8,1315.8,2022
2022-04-14,1399.3,0,1399.3,1399.3,2022
2022-04-15,1304.75,0,1304.75,1304.75,2022
2022-04-16,1431.57,0,1431.57,1431.57,2022
2022-04-17,1208.04,0,1208.04,1208.04,2022
2022-04-18,1314.58,0,1314.58,1314.58,2022
2022-04-19,1323.75,0,1323.75,1323.75,2022
2022-04-20,1301.07,0,1301.07,1301.07,2022
2022-04-21,1244.98,0,1244.98,1244.98,2022
2022-04-22,1163.45,0,1163.45,1163.45,2022
2022-04-23,1301.69,0,1301.69,1301.69,2022
